supplier,supplier_sku,product_name,decoration_option_key,decoration_method,decoration_area,decoration_location,artwork_size_label,max_width_mm,max_height_mm,pricing_model,price_status,setup_cost,repeat_setup_cost,setup_cost_label,pricing_basis,additional_colour_policy,source_row_number,raw_json
Gear For Life,POHWGS,Highland Whisky Glass Set,pohwgs|laser_engraving|all_2_glasses_35x35mm|35x35mm,Laser Engraving,All 2 Glasses - 35x35mm,All 2 Glasses,35x35mm,35.00,35.00,sku_location_qty,priced,75.00,25.00,Logo $75 / Repeat $25,per_position,,126,"{""source_row_number"": 126, ""raw_location"": ""All 2 Glasses - 35x35mm"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,IGHSMB,HydraSite 1.9L Mega Bottle,ighsmb|uvdtf_full_colour_large|bottle_100x120mm|100x120mm,UVDTF Full Colour - Large,Bottle - 100x120mm,Bottle,100x120mm,100.00,120.00,sku_location_qty,priced,25.00,,New Setup $25.00,per_unit,,127,"{""source_row_number"": 127, ""raw_location"": ""Bottle - 100x120mm"", ""raw_method"": ""UVDTF Full Colour - Large"", ""raw_setup"": ""New Setup $25.00""}"
Gear For Life,IGHSMB,HydraSite 1.9L Mega Bottle,ighsmb|uvdtf_full_colour_large|bottle_200x150mm|200x150mm,UVDTF Full Colour - Large,Bottle - 200x150mm,Bottle,200x150mm,200.00,150.00,sku_location_qty,priced,25.00,,New Setup $25.00,per_unit,,128,"{""source_row_number"": 128, ""raw_location"": ""Bottle - 200x150mm"", ""raw_method"": ""UVDTF Full Colour - Large"", ""raw_setup"": ""New Setup $25.00""}"
Gear For Life,IGHSMB,HydraSite 1.9L Mega Bottle,ighsmb|pad_printing|box_max_70x40mm|70x40mm,Pad Printing,Box - max 70x40mm,Box,70x40mm,70.00,40.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,129,"{""source_row_number"": 129, ""raw_location"": ""Box - max 70x40mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,IGHSMB,HydraSite 1.9L Mega Bottle,ighsmb|pad_printing|bottle_45x45mm|45x45mm,Pad Printing,Bottle - 45x45mm,Bottle,45x45mm,45.00,45.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,130,"{""source_row_number"": 130, ""raw_location"": ""Bottle - 45x45mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,IGHSMB,HydraSite 1.9L Mega Bottle,ighsmb|laser_engraving|bottle_20x80mm_or_40x40mm|20x80mm,Laser Engraving,Bottle - 20x80mm or 40x40mm,Bottle,20x80mm,20.00,80.00,sku_location_qty,priced,75.00,25.00,Logo $75 / Repeat $25,per_position,,131,"{""source_row_number"": 131, ""raw_location"": ""Bottle - 20x80mm or 40x40mm"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,POIWDS,Islay Whisky Decanter Set,poiwds|pad_printing|box_lid_max_70x40mm|70x40mm,Pad Printing,Box Lid - max 70x40mm,Box Lid,70x40mm,70.00,40.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,132,"{""source_row_number"": 132, ""raw_location"": ""Box Lid - max 70x40mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POIWDS,Islay Whisky Decanter Set,poiwds|pad_printing|decanter_40x20mm|40x20mm,Pad Printing,Decanter - 40x20mm,Decanter,40x20mm,40.00,20.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,133,"{""source_row_number"": 133, ""raw_location"": ""Decanter - 40x20mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POIWDS,Islay Whisky Decanter Set,poiwds|pad_printing|2_x_glasses_40x20mm|40x20mm,Pad Printing,2 x Glasses - 40x20mm,2 x Glasses,40x20mm,40.00,20.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,134,"{""source_row_number"": 134, ""raw_location"": ""2 x Glasses - 40x20mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POIWDS,Islay Whisky Decanter Set,poiwds|laser_engraving|box_40x40mm_or_equivalent|40x40mm,Laser Engraving,Box - 40x40mm (or equivalent),Box,40x40mm,40.00,40.00,sku_location_qty,priced,75.00,25.00,Logo $75 / Repeat $25,per_position,,135,"{""source_row_number"": 135, ""raw_location"": ""Box - 40x40mm (or equivalent)"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,POIWDS,Islay Whisky Decanter Set,poiwds|laser_engraving|decanter_40x40mm|40x40mm,Laser Engraving,Decanter - 40x40mm,Decanter,40x40mm,40.00,40.00,sku_location_qty,priced,75.00,25.00,Logo $75 / Repeat $25,per_position,,136,"{""source_row_number"": 136, ""raw_location"": ""Decanter - 40x40mm"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,POIWDS,Islay Whisky Decanter Set,poiwds|laser_engraving|all_2_glasses_35x35mm|35x35mm,Laser Engraving,All 2 Glasses - 35x35mm,All 2 Glasses,35x35mm,35.00,35.00,sku_location_qty,priced,75.00,25.00,Logo $75 / Repeat $25,per_position,,137,"{""source_row_number"": 137, ""raw_location"": ""All 2 Glasses - 35x35mm"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,POKC,Kafe Capsule,pokc|uvdtf_full_colour_small|capsule_20x20mm|20x20mm,UVDTF Full Colour - Small,Capsule - 20x20mm,Capsule,20x20mm,20.00,20.00,sku_location_qty,priced,75.00,,New Setup $75.00,per_unit,,138,"{""source_row_number"": 138, ""raw_location"": ""Capsule - 20x20mm"", ""raw_method"": ""UVDTF Full Colour - Small"", ""raw_setup"": ""New Setup $75.00""}"
Gear For Life,POKC,Kafe Capsule,pokc|uvdtf_full_colour_small|capsule_50x50mm|50x50mm,UVDTF Full Colour - Small,Capsule - 50x50mm,Capsule,50x50mm,50.00,50.00,sku_location_qty,priced,75.00,,New Setup $75.00,per_unit,,139,"{""source_row_number"": 139, ""raw_location"": ""Capsule - 50x50mm"", ""raw_method"": ""UVDTF Full Colour - Small"", ""raw_setup"": ""New Setup $75.00""}"
Gear For Life,POKC,Kafe Capsule,pokc|pad_printing|box_max_70x40mm|70x40mm,Pad Printing,Box max - 70x40mm,Box max,70x40mm,70.00,40.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,140,"{""source_row_number"": 140, ""raw_location"": ""Box max - 70x40mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POKC,Kafe Capsule,pokc|pad_printing|bottle_45x45mm|45x45mm,Pad Printing,Bottle - 45x45mm,Bottle,45x45mm,45.00,45.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,141,"{""source_row_number"": 141, ""raw_location"": ""Bottle - 45x45mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POKC,Kafe Capsule,pokc|pad_printing|lid_35mm_dia|,Pad Printing,Lid - 35mm Dia,Lid,,,,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,142,"{""source_row_number"": 142, ""raw_location"": ""Lid - 35mm Dia"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POKC,Kafe Capsule,pokc|laser_engraving|bottle_35x45mm_or_20x80mm|35x45mm,Laser Engraving,Bottle - 35x45mm or 20x80mm,Bottle,35x45mm,35.00,45.00,sku_location_qty,priced,75.00,25.00,Logo $75 / Repeat $25,per_position,,143,"{""source_row_number"": 143, ""raw_location"": ""Bottle - 35x45mm or 20x80mm"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,POKC,Kafe Capsule,pokc|laser_engraving|lid_35mm_dia|,Laser Engraving,Lid - 35mm Dia.,Lid,,,,sku_location_qty,priced,75.00,25.00,Logo $75 / Repeat $25,per_position,,144,"{""source_row_number"": 144, ""raw_location"": ""Lid - 35mm Dia."", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,POLDBS,Lounge Disc Bluetooth Speaker,poldbs|uvdtf_full_colour_small|speaker_back_20x20mm|20x20mm,UVDTF Full Colour - Small,Speaker Back - 20x20mm,Speaker Back,20x20mm,20.00,20.00,sku_location_qty,priced,75.00,,New Setup $75.00,per_unit,,145,"{""source_row_number"": 145, ""raw_location"": ""Speaker Back - 20x20mm"", ""raw_method"": ""UVDTF Full Colour - Small"", ""raw_setup"": ""New Setup $75.00""}"
Gear For Life,POLDBS,Lounge Disc Bluetooth Speaker,poldbs|uvdtf_full_colour_small|speaker_back_50x50mm|50x50mm,UVDTF Full Colour - Small,Speaker Back - 50x50mm,Speaker Back,50x50mm,50.00,50.00,sku_location_qty,priced,75.00,,New Setup $75.00,per_unit,,146,"{""source_row_number"": 146, ""raw_location"": ""Speaker Back - 50x50mm"", ""raw_method"": ""UVDTF Full Colour - Small"", ""raw_setup"": ""New Setup $75.00""}"
Gear For Life,POLDBS,Lounge Disc Bluetooth Speaker,poldbs|pad_printing|box_max_70x40mm|70x40mm,Pad Printing,Box - max 70x40mm,Box,70x40mm,70.00,40.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,147,"{""source_row_number"": 147, ""raw_location"": ""Box - max 70x40mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POLDBS,Lounge Disc Bluetooth Speaker,poldbs|pad_printing|speaker_back_30x40mm|30x40mm,Pad Printing,Speaker Back - 30x40mm,Speaker Back,30x40mm,30.00,40.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,148,"{""source_row_number"": 148, ""raw_location"": ""Speaker Back - 30x40mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,IGLPT,LuminaPro Torch,iglpt|uvdtf_full_colour_small|plastic_case_20x20mm|20x20mm,UVDTF Full Colour - Small,Plastic Case - 20x20mm,Plastic Case,20x20mm,20.00,20.00,sku_location_qty,priced,75.00,,New Setup $75.00,per_unit,,149,"{""source_row_number"": 149, ""raw_location"": ""Plastic Case - 20x20mm"", ""raw_method"": ""UVDTF Full Colour - Small"", ""raw_setup"": ""New Setup $75.00""}"
Gear For Life,IGLPT,LuminaPro Torch,iglpt|uvdtf_full_colour_small|plastic_case_50x50mm|50x50mm,UVDTF Full Colour - Small,Plastic Case - 50x50mm,Plastic Case,50x50mm,50.00,50.00,sku_location_qty,priced,75.00,,New Setup $75.00,per_unit,,150,"{""source_row_number"": 150, ""raw_location"": ""Plastic Case - 50x50mm"", ""raw_method"": ""UVDTF Full Colour - Small"", ""raw_setup"": ""New Setup $75.00""}"
Gear For Life,IGLPT,LuminaPro Torch,iglpt|uvdtf_full_colour_small|torch_20x20mm|20x20mm,UVDTF Full Colour - Small,Torch - 20x20mm,Torch,20x20mm,20.00,20.00,sku_location_qty,priced,75.00,,New Setup $75.00,per_unit,,151,"{""source_row_number"": 151, ""raw_location"": ""Torch - 20x20mm"", ""raw_method"": ""UVDTF Full Colour - Small"", ""raw_setup"": ""New Setup $75.00""}"
Gear For Life,IGLPT,LuminaPro Torch,iglpt|pad_printing|box_max_70x40mm|70x40mm,Pad Printing,Box - max 70x40mm,Box,70x40mm,70.00,40.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,152,"{""source_row_number"": 152, ""raw_location"": ""Box - max 70x40mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,IGLPT,LuminaPro Torch,iglpt|pad_printing|plastic_case_max_50x40mm|50x40mm,Pad Printing,Plastic Case - max 50x40mm,Plastic Case,50x40mm,50.00,40.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,153,"{""source_row_number"": 153, ""raw_location"": ""Plastic Case - max 50x40mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,IGLPT,LuminaPro Torch,iglpt|pad_printing|torch_barrel_30x10mm|30x10mm,Pad Printing,Torch Barrel - 30x10mm,Torch Barrel,30x10mm,30.00,10.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,154,"{""source_row_number"": 154, ""raw_location"": ""Torch Barrel - 30x10mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,IGLPT,LuminaPro Torch,iglpt|laser_engraving|torch_barrel_50x20mm|50x20mm,Laser Engraving,Torch (Barrel) - 50x20mm,Torch (Barrel),50x20mm,50.00,20.00,sku_location_qty,priced,75.00,25.00,Logo $75 / Repeat $25,per_position,,155,"{""source_row_number"": 155, ""raw_location"": ""Torch (Barrel) - 50x20mm"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,POLTT,Lungo Tavolo Table,poltt|laser_engraving|40x40mm_or_equivalent|40x40mm,Laser Engraving,40x40mm (or equivalent),40x40mm,40x40mm,40.00,40.00,sku_location_qty,priced,75.00,25.00,Logo $75 / Repeat $25,per_position,,156,"{""source_row_number"": 156, ""raw_location"": ""40x40mm (or equivalent)"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,POMGS,Meze Gourmet Set,pomgs|pad_printing|box_lid_max_70x40mm|70x40mm,Pad Printing,Box Lid - max 70x40mm,Box Lid,70x40mm,70.00,40.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,157,"{""source_row_number"": 157, ""raw_location"": ""Box Lid - max 70x40mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POMGS,Meze Gourmet Set,pomgs|laser_engraving|board_40x40mm_or_equivalent|40x40mm,Laser Engraving,Board - 40x40mm (or equivalent),Board,40x40mm,40.00,40.00,sku_location_qty,priced,75.00,25.00,Logo $75 / Repeat $25,per_position,,158,"{""source_row_number"": 158, ""raw_location"": ""Board - 40x40mm (or equivalent)"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,POMLMB,Mt Lodge Merino Blanket,pomlmb|pad_printing|box_lid_max_70x40mm|70x40mm,Pad Printing,Box Lid - max 70x40mm,Box Lid,70x40mm,70.00,40.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,159,"{""source_row_number"": 159, ""raw_location"": ""Box Lid - max 70x40mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POMLMB,Mt Lodge Merino Blanket,pomlmb|laser_engraving|box_40x40mm_or_equivalent|40x40mm,Laser Engraving,Box - 40x40mm (or equivalent),Box,40x40mm,40.00,40.00,sku_location_qty,priced,75.00,25.00,Logo $75 / Repeat $25,per_position,,160,"{""source_row_number"": 160, ""raw_location"": ""Box - 40x40mm (or equivalent)"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,PONSB,Napoli Serving Board,ponsb|pad_printing|box_lid_max_70x40mm|70x40mm,Pad Printing,Box Lid - max 70x40mm,Box Lid,70x40mm,70.00,40.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,161,"{""source_row_number"": 161, ""raw_location"": ""Box Lid - max 70x40mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,PONSB,Napoli Serving Board,ponsb|laser_engraving|board_40x40mm_or_equivalent|40x40mm,Laser Engraving,Board - 40x40mm (or equivalent),Board,40x40mm,40.00,40.00,sku_location_qty,priced,75.00,25.00,Logo $75 / Repeat $25,per_position,,162,"{""source_row_number"": 162, ""raw_location"": ""Board - 40x40mm (or equivalent)"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,PONS,Nature Secateurs,pons|pad_printing|box_lid_max_70x40mm|70x40mm,Pad Printing,Box Lid - max 70x40mm,Box Lid,70x40mm,70.00,40.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,163,"{""source_row_number"": 163, ""raw_location"": ""Box Lid - max 70x40mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,PONS,Nature Secateurs,pons|laser_engraving|box_lid_40x40mm_or_equivalent|40x40mm,Laser Engraving,Box Lid - 40x40mm (or equivalent),Box Lid,40x40mm,40.00,40.00,sku_location_qty,priced,75.00,25.00,Logo $75 / Repeat $25,per_position,,164,"{""source_row_number"": 164, ""raw_location"": ""Box Lid - 40x40mm (or equivalent)"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,POOPB,Ombrello Picnic Blanket,poopb|pad_printing|box_lid_max_70x40mm|70x40mm,Pad Printing,Box Lid - max 70x40mm,Box Lid,70x40mm,70.00,40.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,165,"{""source_row_number"": 165, ""raw_location"": ""Box Lid - max 70x40mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POOPB,Ombrello Picnic Blanket,poopb|pad_printing|tag_25x50mm|25x50mm,Pad Printing,Tag - 25x50mm,Tag,25x50mm,25.00,50.00,sku_location_qty,request_quote,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,166,"{""source_row_number"": 166, ""raw_location"": ""Tag - 25x50mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POOPB,Ombrello Picnic Blanket,poopb|laser_engraving|tag_25x50mm|25x50mm,Laser Engraving,Tag - 25x50mm,Tag,25x50mm,25.00,50.00,sku_location_qty,priced,75.00,25.00,Logo $75 / Repeat $25,per_position,,167,"{""source_row_number"": 167, ""raw_location"": ""Tag - 25x50mm"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,POOMTT,Ombrello Tavolo Table,poomtt|laser_engraving|slat_leg|,Laser Engraving,Slat / Leg,Slat / Leg,,,,sku_location_qty,request_quote,75.00,25.00,Logo $75 / Repeat $25,per_position,,168,"{""source_row_number"": 168, ""raw_location"": ""Slat / Leg"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,IGOISB,On-Ice 21L Sound Box,igoisb|uvdtf_full_colour_large|cooler_100x120mm|100x120mm,UVDTF Full Colour - Large,Cooler - 100x120mm,Cooler,100x120mm,100.00,120.00,sku_location_qty,priced,25.00,,New Setup $25.00,per_unit,,169,"{""source_row_number"": 169, ""raw_location"": ""Cooler - 100x120mm"", ""raw_method"": ""UVDTF Full Colour - Large"", ""raw_setup"": ""New Setup $25.00""}"
Gear For Life,IGOISB,On-Ice 21L Sound Box,igoisb|uvdtf_full_colour_large|cooler_200x150mm|200x150mm,UVDTF Full Colour - Large,Cooler - 200x150mm,Cooler,200x150mm,200.00,150.00,sku_location_qty,priced,25.00,,New Setup $25.00,per_unit,,170,"{""source_row_number"": 170, ""raw_location"": ""Cooler - 200x150mm"", ""raw_method"": ""UVDTF Full Colour - Large"", ""raw_setup"": ""New Setup $25.00""}"
Gear For Life,IGOISB,On-Ice 21L Sound Box,igoisb|pad_printing|screen_printing_available_poa|,Pad Printing,Screen printing available - POA,Screen printing available,,,,sku_location_qty,request_quote,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,171,"{""source_row_number"": 171, ""raw_location"": ""Screen printing available - POA"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,IGOISB,On-Ice 21L Sound Box,igoisb|laser_engraving|cooler|,Laser Engraving,Cooler,Cooler,,,,sku_location_qty,request_quote,75.00,25.00,Logo $75 / Repeat $25,per_position,,172,"{""source_row_number"": 172, ""raw_location"": ""Cooler"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,IGOBT,OptiBeam Torch,igobt|uvdtf_full_colour_small|torch_20x20mm|20x20mm,UVDTF Full Colour - Small,Torch - 20x20mm,Torch,20x20mm,20.00,20.00,sku_location_qty,priced,75.00,,New Setup $75.00,per_unit,,173,"{""source_row_number"": 173, ""raw_location"": ""Torch - 20x20mm"", ""raw_method"": ""UVDTF Full Colour - Small"", ""raw_setup"": ""New Setup $75.00""}"
Gear For Life,IGOBT,OptiBeam Torch,igobt|uvdtf_full_colour_small|torch_50x50mm|50x50mm,UVDTF Full Colour - Small,Torch - 50x50mm,Torch,50x50mm,50.00,50.00,sku_location_qty,priced,75.00,,New Setup $75.00,per_unit,,174,"{""source_row_number"": 174, ""raw_location"": ""Torch - 50x50mm"", ""raw_method"": ""UVDTF Full Colour - Small"", ""raw_setup"": ""New Setup $75.00""}"
Gear For Life,IGOBT,OptiBeam Torch,igobt|pad_printing|box_max_70x40mm|70x40mm,Pad Printing,Box - max 70x40mm,Box,70x40mm,70.00,40.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,175,"{""source_row_number"": 175, ""raw_location"": ""Box - max 70x40mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,IGOBT,OptiBeam Torch,igobt|pad_printing|torch_40x8mm|40x8mm,Pad Printing,Torch - 40x8mm,Torch,40x8mm,40.00,8.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,176,"{""source_row_number"": 176, ""raw_location"": ""Torch - 40x8mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,IGOBT,OptiBeam Torch,igobt|laser_engraving|torch_40x10mm|40x10mm,Laser Engraving,Torch - 40x10mm,Torch,40x10mm,40.00,10.00,sku_location_qty,priced,75.00,25.00,Logo $75 / Repeat $25,per_position,,177,"{""source_row_number"": 177, ""raw_location"": ""Torch - 40x10mm"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,POGB,Orbit Glass Bottle,pogb|pad_printing|lid_35mm_dia|,Pad Printing,Lid - 35mm Dia,Lid,,,,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,178,"{""source_row_number"": 178, ""raw_location"": ""Lid - 35mm Dia"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POGB,Orbit Glass Bottle,pogb|pad_printing|sleeve_20x60mm|20x60mm,Pad Printing,Sleeve - 20x60mm,Sleeve,20x60mm,20.00,60.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,179,"{""source_row_number"": 179, ""raw_location"": ""Sleeve - 20x60mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POGB,Orbit Glass Bottle,pogb|pad_printing|packaging_45x45mm|45x45mm,Pad Printing,Packaging - 45x45mm,Packaging,45x45mm,45.00,45.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,180,"{""source_row_number"": 180, ""raw_location"": ""Packaging - 45x45mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POGB,Orbit Glass Bottle,pogb|laser_engraving|lid_35mm_dia|,Laser Engraving,Lid - 35mm Dia,Lid,,,,sku_location_qty,priced,75.00,25.00,Logo $75 / Repeat $25,per_position,,181,"{""source_row_number"": 181, ""raw_location"": ""Lid - 35mm Dia"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,POGB,Orbit Glass Bottle,pogb|laser_engraving|sleeve|,Laser Engraving,Sleeve,Sleeve,,,,sku_location_qty,request_quote,75.00,25.00,Logo $75 / Repeat $25,per_position,,182,"{""source_row_number"": 182, ""raw_location"": ""Sleeve"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
Gear For Life,POPTT,Patara Turkish Towel,poptt|pad_printing|packaging_45x45mm|45x45mm,Pad Printing,Packaging - 45x45mm,Packaging,45x45mm,45.00,45.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,183,"{""source_row_number"": 183, ""raw_location"": ""Packaging - 45x45mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POPPS,Pizza Peel Set,popps|pad_printing|box_lid_max_70x40_mm|70x40mm,Pad Printing,Box Lid - max 70x40 mm,Box Lid,70x40mm,70.00,40.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,184,"{""source_row_number"": 184, ""raw_location"": ""Box Lid - max 70x40 mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POPPS,Pizza Peel Set,popps|pad_printing|board_handle_print_only_20x50_mm|20x50mm,Pad Printing,Board (handle print only) 20x50 mm,Board,20x50mm,20.00,50.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,185,"{""source_row_number"": 185, ""raw_location"": ""Board (handle print only) 20x50 mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POPPS,Pizza Peel Set,popps|pad_printing|pizza_cutter_60x50mm|60x50mm,Pad Printing,Pizza Cutter - 60x50mm,Pizza Cutter,60x50mm,60.00,50.00,sku_location_qty,priced,75.00,50.00,New $75 / Repeat $50,per_colour_position,Additional colour print requirement POA,186,"{""source_row_number"": 186, ""raw_location"": ""Pizza Cutter - 60x50mm"", ""raw_method"": ""Pad Printing"", ""raw_setup"": ""New $75 / Repeat $50""}"
Gear For Life,POPPS,Pizza Peel Set,popps|laser_engraving|board_40x40mm_or_equivalent|40x40mm,Laser Engraving,Board - 40x40mm (or equivalent),Board,40x40mm,40.00,40.00,sku_location_qty,priced,75.00,25.00,Logo $75 / Repeat $25,per_position,,187,"{""source_row_number"": 187, ""raw_location"": ""Board - 40x40mm (or equivalent)"", ""raw_method"": ""Laser Engraving"", ""raw_setup"": ""Logo $75 / Repeat $25""}"
