supplier,source_field,raw_category_1,raw_category_2,raw_category_3,raw_category_4,raw_category_path,sku_count,source_row_count,example_skus_products,raw_path_type_guess,target_category,target_subcategory,confidence,mapping_status,review_reason,suggested_tags,suggested_material,suggested_fulfillment,mapping_note
Logoline,Collection + Category + SubCategory,Lifestyle,Wet Bags & Dry Bags,,,Lifestyle / Wet Bags & Dry Bags,2,4,LL3400: River Waterproof Bag | LL7505: Ocean 10 Litre Waterproof Bag,product_category_candidate,Bags,Dry Bags,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Novelties,Magnifiers,,,Novelties / Magnifiers,2,7,LL678: Focus Bookmark Magnifier Ruler | LN709: Grow Credit Card Magnifier,product_category_candidate,Toys & Games,Novelty Toys,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Novelties,Noisemakers,,,Novelties / Noisemakers,2,8,LL134: Happy Klapper | LN6110: Inflatable Bang Bang Sticks,product_category_candidate,Toys & Games,Novelty Toys,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Office,Notebooks,Noteflags,,Office / Notebooks / Noteflags,2,12,LL0953: Daily Note Planner | LL8837: Trip Daily Planner,product_category_candidate,Office & Desk,Notebooks,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Office,Pens,"Black Refill,Blue Refill,Enviro",,"Office / Pens / Black Refill,Blue Refill,Enviro",2,21,LL0326: Supra 4 Colour Pen | LL115: Stratos Cardboard Pen,product_category_candidate,Pens,Ballpoint Pens,0.75,auto_mapped,,,,,Default writing instrument mapping; check rollerball/gel exceptions later.
Logoline,Collection + Category + SubCategory,Office,Pens,"Black Refill,Enviro,Stylus",,"Office / Pens / Black Refill,Enviro,Stylus",2,26,LL3293: Miami Bamboo Pen | LL3296: Shark Spinner Pen,product_category_candidate,Pens,Stylus Pens,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Office,Pens,"Black Refill,Ink - Gel,Metal",,"Office / Pens / Black Refill,Ink - Gel,Metal",2,24,LL3316: Maddie Gel Ink Pen | LL3317: Napier Gel Ink Pen,product_category_candidate,Pens,Ballpoint Pens,0.78,auto_mapped,,,metal,,"Metal is material/F page, primary subcategory should stay Ballpoint/Stylus/etc."
Logoline,Collection + Category + SubCategory,Office,Pens,"Black Refill,Metal,Stylus",,"Office / Pens / Black Refill,Metal,Stylus",2,21,LL3289: Starion Pen | LL3456: Columbia Aluminium Pen,product_category_candidate,Pens,Stylus Pens,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Office,Pens,"Black Refill,Plastic,Stylus",,"Office / Pens / Black Refill,Plastic,Stylus",2,14,LL4600: Mop Top Pen / Stylus | LL4602: Mop Top Jazz Pen / Stylus,product_category_candidate,Pens,Stylus Pens,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Office,Pens,Enviro,,Office / Pens / Enviro,2,20,LL2039: Aspen Paper Pen | LL2131: Matador Bamboo Pen,product_category_candidate,Pens,Ballpoint Pens,0.75,auto_mapped,,,,,Default writing instrument mapping; check rollerball/gel exceptions later.
Logoline,Collection + Category + SubCategory,Packs & Gifting,Event Essentials,,,Packs & Gifting / Event Essentials,2,27,LL6010: Conference Pack | LL8297: Tradeshow Pack,product_category_candidate,,,0.25,needs_review,gift set / premium grouping not in primary taxonomy,gift_set,,,No high-confidence product keyword match; keep for manual review.
Logoline,Collection + Category + SubCategory,Packs & Gifting,Masks,,,Packs & Gifting / Masks,2,2,LL6031: Children's Mask and Hand Sanitiser Pack | LL8956: 4 Pack - Children's Face Masks,product_category_candidate,,,,product_keyword_rules_partial,partial product-level cleanup; unresolved products remain,gift_set,,,"Product-level cleanup partial. auto=1, unresolved=1, conflict=0. Top targets: Personal Care > Hand Sanitiser:1"
Logoline,Collection + Category + SubCategory,Packs & Gifting,Outdoor & Adventure,,,Packs & Gifting / Outdoor & Adventure,2,13,LL4564: Lux Sunglasses Pack | LL8511: On-the-Go Emergency Pack,product_category_candidate,,,0.3,needs_review,outdoor/leisure category too broad,,,,No high-confidence product keyword match; keep for manual review.
Logoline,Collection + Category + SubCategory,Personal,Tissues,,,Personal / Tissues,2,7,LL4680: Pocket Tissues - 10 Pack | LL4683: Bamboo Tissues,product_category_candidate,Packaging,Tissue & Wrapping,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Technology,Power Banks,"8,000 mAh",,"Technology / Power Banks / 8,000 mAh",2,10,"LL9203: Polaris Power Bank | LL9213: Octavius 8,000mAh Power Bank",product_category_candidate,Technology,Power Banks,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Bags,Calico & Canvas Bags,200gsm,,Bags / Calico & Canvas Bags / 200gsm,1,9,LL2359: Lively Tote Bag,product_category_candidate,Bags,Tote Bags,0.86,auto_mapped,,,cotton,,Cotton/calico should also set material=cotton for Cotton Tote F page.
Logoline,Collection + Category + SubCategory,Bags,Wet Bags & Dry Bags,,,Bags / Wet Bags & Dry Bags,1,5,LL7499: Cosi Wet Bag,product_category_candidate,Bags,Dry Bags,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Confectionery,Jelly Beans,320 mL,,Confectionery / Jelly Beans / 320 mL,1,7,LL0444: Kick Coffee Cup with Jelly Beans,product_category_candidate,Confectionery,Confectionery,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Confectionery,M&M's,320 mL,,Confectionery / M&M's / 320 mL,1,6,LL0433: Vienna Coffee Cup with M&M's,product_category_candidate,Confectionery,Confectionery,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Confectionery,Packaging,,,Confectionery / Packaging,1,1,LL3153: Clear Mini Noodle Box,product_category_candidate,Confectionery,Confectionery,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Drinkware,Coffee Cups,475 mL,,Drinkware / Coffee Cups / 475 mL,1,4,LL4924: Enamel Mug,product_category_candidate,Drinkware,Coffee Cups,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Drinkware,Coffee Cups,600 mL,,Drinkware / Coffee Cups / 600 mL,1,9,LL6944: Faith Steel Tumbler,product_category_candidate,Drinkware,Coffee Cups,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Drinkware,Drink Bottles,725 mL,,Drinkware / Drink Bottles / 725 mL,1,8,LL1390: Tahiti Bottle,product_category_candidate,Drinkware,Drink Bottles,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Drinkware,Drink Bottles,800 mL,,Drinkware / Drink Bottles / 800 mL,1,10,LL1385: Hike Bottle,product_category_candidate,Drinkware,Drink Bottles,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Drinkware,Flasks,600 mL,,Drinkware / Flasks / 600 mL,1,9,LL2349: Monte Vacuum Flask,product_category_candidate,Drinkware,Flasks,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Eco,Technology,,,Eco / Technology,1,8,LL9429: Reveal Square Wireless Charger Set,product_category_candidate,,,0.2,collection_or_tag,not a primary category,eco,,,Use as is_eco/tag; product primary category comes from another category path or product name.
Logoline,Collection + Category + SubCategory,Home & Auto,Cheese Boards,,,Home & Auto / Cheese Boards,1,4,LL8239: The Line Edit Acacia Serving Board,product_category_candidate,Tools & Auto,Car Accessories,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Office,Desk Accessories,Noteflags,,Office / Desk Accessories / Noteflags,1,6,LL8831: Tower Note Block,product_category_candidate,Office & Desk,Desk Items,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Office,Desk Accessories,"Noteflags,Rulers",,"Office / Desk Accessories / Noteflags,Rulers",1,2,LL8848: Rectangle Milk Carton Bookmark,product_category_candidate,Office & Desk,Desk Items,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Office,Desk Accessories,Pencil Cases,,Office / Desk Accessories / Pencil Cases,1,5,LL6843: Mansfield Utility Case,product_category_candidate,Office & Desk,Desk Items,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Office,Gift Sets,Sets,,Office / Gift Sets / Sets,1,7,LL6033: The Little Learners Pack,product_category_candidate,,,0.3,needs_review,office category too broad,,,,No high-confidence product keyword match; keep for manual review.
Logoline,Collection + Category + SubCategory,Office,Lanyards & Office,,,Office / Lanyards & Office,1,3,LL454: Premium Retractable ID Badge Holder,product_category_candidate,Giveaways & Event Accessories,Badges,0.86,auto_mapped_by_keyword,,,,,All 1 products matched one high-confidence target by product keywords: Giveaways & Event Accessories > Badges.
Logoline,Collection + Category + SubCategory,Office,Pens,"Black Refill,Blue Refill,Plastic",,"Office / Pens / Black Refill,Blue Refill,Plastic",1,2,LN6619: Banner Pen,product_category_candidate,Pens,Ballpoint Pens,0.78,auto_mapped,,,plastic,,"Plastic is material/F page, primary subcategory should stay Ballpoint/Stylus/etc."
Logoline,Collection + Category + SubCategory,Office,Pens,"Black Refill,Enviro,Ink - Gel,Plastic",,"Office / Pens / Black Refill,Enviro,Ink - Gel,Plastic",1,12,LL2115: Octave Gel Ink Pen,product_category_candidate,Pens,Ballpoint Pens,0.78,auto_mapped,,,plastic,,"Plastic is material/F page, primary subcategory should stay Ballpoint/Stylus/etc."
Logoline,Collection + Category + SubCategory,Office,Pens,"Black Refill,Enviro,Plastic",,"Office / Pens / Black Refill,Enviro,Plastic",1,6,LL3299: Napier Recycled ABS Pen,product_category_candidate,Pens,Ballpoint Pens,0.78,auto_mapped,,,plastic,,"Plastic is material/F page, primary subcategory should stay Ballpoint/Stylus/etc."
Logoline,Collection + Category + SubCategory,Office,Pens,"Black Refill,Enviro,Plastic,Stylus",,"Office / Pens / Black Refill,Enviro,Plastic,Stylus",1,7,LL4604: Mop Top Eco Pen,product_category_candidate,Pens,Stylus Pens,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Office,Pens,Metal,,Office / Pens / Metal,1,2,LL02: Black Velvet Pouch,product_category_candidate,Pens,Ballpoint Pens,0.78,auto_mapped,,,metal,,"Metal is material/F page, primary subcategory should stay Ballpoint/Stylus/etc."
Logoline,Collection + Category + SubCategory,Office,Pens,Plastic,,Office / Pens / Plastic,1,9,LL0331: Mammoth Pen,product_category_candidate,Pens,Ballpoint Pens,0.78,auto_mapped,,,plastic,,"Plastic is material/F page, primary subcategory should stay Ballpoint/Stylus/etc."
Logoline,Collection + Category + SubCategory,Office,Pens,STYB,,Office / Pens / STYB,1,5,LN34296: Styb K1 Mega Roller,product_category_candidate,Pens,Ballpoint Pens,0.75,auto_mapped,,,,,Default writing instrument mapping; check rollerball/gel exceptions later.
Logoline,Collection + Category + SubCategory,Office,Pens,Stylus,,Office / Pens / Stylus,1,1,LN1839: Mop Top Junior Ballpoint Pen / Stylus,product_category_candidate,Pens,Stylus Pens,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Office,Stationery,Pencil Cases,,Office / Stationery / Pencil Cases,1,6,LL21343: Oxford Stationery Set,product_category_candidate,Office & Desk,Pencil Cases,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Office,Stationery,Sharpeners,,Office / Stationery / Sharpeners,1,5,LL72: Rectangular Pencil Sharpener,product_category_candidate,Office & Desk,Stationery,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Packaging,Custom-Sized & Branded Boxes,,,Packaging / Custom-Sized & Branded Boxes,1,1,LL2000: Custom Box,product_category_candidate,Packaging,Gift Boxes,0.86,auto_mapped_by_keyword,,,,,All 1 products matched one high-confidence target by product keywords: Packaging > Gift Boxes.
Logoline,Collection + Category + SubCategory,Packs & Gifting,Corporate Gifting,,,Packs & Gifting / Corporate Gifting,1,10,LL8506: Onboarding Bundle,product_category_candidate,,,0.25,needs_review,gift set / premium grouping not in primary taxonomy,gift_set,,,No high-confidence product keyword match; keep for manual review.
Logoline,Collection + Category + SubCategory,Packs & Gifting,Wellness & Care Packs,,,Packs & Gifting / Wellness & Care Packs,1,9,LL6013: Wellness Pack,product_category_candidate,,,0.25,needs_review,gift set / premium grouping not in primary taxonomy,gift_set,,,No high-confidence product keyword match; keep for manual review.
Logoline,Collection + Category + SubCategory,Packs & Gifting,Workplace Essentials,,,Packs & Gifting / Workplace Essentials,1,13,LL6016: Intro Pack,product_category_candidate,,,0.25,needs_review,gift set / premium grouping not in primary taxonomy,gift_set,,,No high-confidence product keyword match; keep for manual review.
Logoline,Collection + Category + SubCategory,Personal,Candle & Diffusers,,,Personal / Candle & Diffusers,1,5,LL3031: Petite Candle in Tin,product_category_candidate,Home & Living,Candles & Diffusers,0.86,auto_mapped_by_keyword,,,,,All 1 products matched one high-confidence target by product keywords: Home & Living > Candles & Diffusers.
Logoline,Collection + Category + SubCategory,Personal,Resistance Bands,,,Personal / Resistance Bands,1,4,LL8842: Stamina Resistance Bands,product_category_candidate,Personal Care,,0.45,needs_review,personal care category too broad,,,,No high-confidence product keyword match; keep for manual review.
Logoline,Collection + Category + SubCategory,Personal,Sewing Kits,,,Personal / Sewing Kits,1,4,LL857: Stitch-In-Time Sewing Kit,product_category_candidate,Personal Care,,0.45,needs_review,personal care category too broad,,,,No high-confidence product keyword match; keep for manual review.
Logoline,Collection + Category + SubCategory,Personal,Sneeze Guards,,,Personal / Sneeze Guards,1,1,LL8850: Personal Protection Screen,product_category_candidate,Personal Care,,0.45,needs_review,personal care category too broad,,,,No high-confidence product keyword match; keep for manual review.
Logoline,Collection + Category + SubCategory,Technology,Dash Cameras,,,Technology / Dash Cameras,1,1,LL9701: View Dash Camera,product_category_candidate,Technology,,0.4,needs_review,technology category too broad,,,,No high-confidence product keyword match; keep for manual review.
Logoline,Collection + Category + SubCategory,Technology,Flash Memory,8GB,,Technology / Flash Memory / 8GB,1,8,LL9607: Swivel USB Flash Drive Dual 8GB,product_category_candidate,Technology,USB Flash Drives,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Technology,Lanyards & Office,,,Technology / Lanyards & Office,1,5,LL9089: Shadow Phone Neck Lanyard,product_category_candidate,Giveaways & Event Accessories,Lanyards,0.86,auto_mapped_by_keyword,,,,,All 1 products matched one high-confidence target by product keywords: Giveaways & Event Accessories > Lanyards.
Logoline,Collection + Category + SubCategory,Technology,Nomis,,,Technology / Nomis,1,3,LL9481: Aura by Nomis Cable,product_category_candidate,Technology,Charging Cables & Chargers,0.86,auto_mapped_by_keyword,,,,,All 1 products matched one high-confidence target by product keywords: Technology > Charging Cables & Chargers.
Logoline,Collection + Category + SubCategory,Technology,Power Banks,"2,000 mAh",,"Technology / Power Banks / 2,000 mAh",1,10,"LL9109: Velocity Power Bank - 2,000 mAh",product_category_candidate,Technology,Power Banks,0.9,auto_mapped,,,,,
Logoline,Collection + Category + SubCategory,Technology,Power Banks,"20,000 mAh",,"Technology / Power Banks / 20,000 mAh",1,6,LL9217: Ortega Power Bank,product_category_candidate,Technology,Power Banks,0.9,auto_mapped,,,,,
NIConcept,categorisation + category_/_sub category,Bags,,,,Bags,252,267,"119526: Mumbay Cotton Pocket Jute Tote Bag 19L | 120120: Peek Drawstring Backpack | 120191: Graphite Slim 15"" 17L Laptop Backpack | 120768: Swift GRS Recycled Toiletry Bag Set | 130096: Byron 14"" GRS Recycled City Laptop Backpack 16L",product_category_candidate,,,,product_keyword_rules_applied,raw path split at product level,,,,"Product-level cleanup complete. auto=249, manual=3, conflict=0, no_match=0. Top targets: Bags > Laptop Bags:65, Bags > Tote Bags:50, Bags > Cooler Bags:38, Bags > Travel & Duffle Bags:31, Bags > Drawstring Bags:30, Bags > Backpacks:11, Bags > Jute Bags:9, Bags > Crossbody & Belt Bags:5"
NIConcept,categorisation + category_/_sub category,Apparel,,,,Apparel,143,143,111053: Level Beanie - Unisex | 38341: Heracles Bandana | TKC1001: Trekk Austin Organic Washed Cotton Cap | TKC1002: Trekk Alliance Organic Cotton Twill Cap | TKC1003: Trekk Falcon Flex Cap,broad_category_needs_review,,,,product_keyword_rules_applied,raw path split at product level,,,,"Product-level cleanup complete. auto=143, manual=0, conflict=0, no_match=0. Top targets: Apparel > Jackets:50, Apparel > Sweatshirts:32, Apparel > Polo Shirts:27, Apparel > Hoodies:10, Apparel > Shirts:8, Apparel > T-Shirts:6, Headwear > Caps:5, Apparel > Vests:2"
NIConcept,categorisation + category_/_sub category,Drinkware,,,,Drinkware,141,143,100002: Oregon 400ml Sport Bottle w/ Carabiner | 100836: Alti 630 ml RCS Recycled Plastic Water Bottle | 113349: Seasons Gaudie Recycled Stainless Steel Cocktail Shaker | 1414: Glass Coffee & Tea Set 300ml | 1626-60: Reusable Stainless Steel Straw Set w/ Brush,product_category_candidate,,,,product_keyword_rules_applied,raw path split at product level,,,,"Product-level cleanup complete. auto=141, manual=0, conflict=0, no_match=0. Top targets: Drinkware > Drink Bottles:56, Drinkware > Tumblers:20, Barware & Accessories > Bar Accessories:19, Drinkware > Mugs:16, Drinkware > Coffee Cups:11, Drinkware > Glassware:11, Barware & Accessories > Stubby Holders:5, Barware & Accessories > Coasters:2"
NIConcept,categorisation + category_/_sub category,Office,,,,Office,131,131,1015-18: Drake Ballpoint | 1026PEN: Geometric Ballpoint Pen | 1055-32: Geneva Ballpoint | 1066: Recycled Stainless Steel Ballpoint Pen | 1066-49: Bamboo Quick-Dry Gel Ballpoint,broad_category_needs_review,,,,product_keyword_rules_applied,raw path split at product level,,,,"Product-level cleanup complete. auto=128, manual=3, conflict=0, no_match=0. Top targets: Pens > Ballpoint Pens:49, Technology > Tech Accessories:21, Key Rings > Metal Keyrings:11, Pens > Stylus Pens:8, Technology > Wireless Chargers:7, Giveaways & Event Accessories > Lanyards:6, Giveaways & Event Accessories > ID Holders:4, Office & Desk > Desk Items:4"
NIConcept,categorisation + category_/_sub category,Outdoor & Leisure,,,,Outdoor & Leisure,104,106,"1026-08: Aluminium Identification Tag | 1033-94: Bamboo Fibre Cutlery Set | 104493: Liam 5 Metre Measuring Tape | 109064: Trav 21.5"" Foldable Auto Marksman Umbrella | 113211: Seasons Nordkapp Waitress Knife",broad_category_needs_review,,,,product_keyword_rules_applied,raw path split at product level,,,,"Product-level cleanup complete. auto=104, manual=0, conflict=0, no_match=0. Top targets: Outdoor & Sports > Umbrellas:13, Barware & Accessories > Bottle Openers:10, Technology > Bluetooth Speakers:10, Tools & Auto > Torches & Lights:10, Tools & Auto > Tape Measures:8, Outdoor & Sports > Picnic & BBQ:7, Travel > Luggage Tags:7, Barware & Accessories > Wine Accessories:6"
NIConcept,categorisation + category_/_sub category,Journals & Compendiums,,,,Journals & Compendiums,74,74,1026JNL: Geo Notebook | 106249: Slyk A5 Cahier Planner | 3619: The Presidential Portfolio | 3640: The New Yorker Portfolio | 425: A4 Pad Cover,product_category_candidate,Office & Desk,Notebooks,0.9,auto_mapped,,,,,
NIConcept,categorisation + category_/_sub category,Technology,,,,Technology,33,33,"134264: Freal Wireless Charging Pad, White/Solid Black | 1427: Dual Car Charger | 2PA145: Prixton TWS158 ENC and ANC earbuds | 2PA152: Prixton TWS159 ENC and ANC earbuds | 6165: USB Smart Charger",broad_category_needs_review,,,,product_keyword_rules_partial,partial product-level cleanup; unresolved products remain,,,,"Product-level cleanup partial. auto=32, unresolved=1, conflict=0. Top targets: Technology > Earbuds & Headphones:9, Technology > Charging Cables & Chargers:7, Technology > USB Flash Drives:6, Technology > Wireless Chargers:4, Technology > Power Banks:4, Technology > Tech Accessories:2"
NIConcept,categorisation + category_/_sub category,Health & Personal,,,,Health & Personal,27,27,124263: Kubi Phone Lanyard | 126376: Glider Slider Makeup Mirror | 126381: Beautix Manicure Set | 1342: Portable First Aid Kit | 1343: Weekly Pill Organiser,product_category_candidate,,,,product_keyword_rules_partial,partial product-level cleanup; unresolved products remain,,,,"Product-level cleanup partial. auto=22, unresolved=5, conflict=0. Top targets: Personal Care > First Aid:4, Personal Care > Mirrors & Beauty Accessories:3, Travel > Travel Accessories:3, Outdoor & Sports > Towels:3, Giveaways & Event Accessories > Lanyards:1, Personal Care > Manicure Sets:1, Outdoor & Sports > Sports Products:1, Technology > Phone Accessories:1"
NIConcept,categorisation + category_/_sub category,Games & Novelty,,,,Games & Novelty,25,25,1062: Freijo FSC Sticky Note | 110029: Brainiac 3-Piece Wooden Brain Teaser Set | 124460: Aggia Recycled Plastic Phone Stand w/ Fidget Toy | 126386: Bellix Bicycle Bell | 1355: Icon Mental Block,broad_category_needs_review,Toys & Games,Games & Puzzles,0.9,auto_mapped,,,,,
NIConcept,categorisation + category_/_sub category,Giftsets,,,,Giftsets,22,22,8988: Plain Cufflinks | 9096: Pineapple Leather Travel Gift Set | GIFT1006: Gift Set w/ 9196 Journal & 4101 Nash Pen | GIFT1007: Gift Set w/ JB1001 Journal & Nash Pen | GIFT1010: Gift Set w/ JB1008 Nova Journal & 6018 Gorcia Pen,product_category_candidate,,,,product_keyword_rules_partial,partial product-level cleanup; unresolved products remain,gift_set,,,"Product-level cleanup partial. auto=16, unresolved=6, conflict=0. Top targets: Pens > Ballpoint Pens:12, Technology > USB Flash Drives:1, Technology > Power Banks:1, Barware & Accessories > Bottle Openers:1, Office & Desk > Notebooks:1"
NIConcept,categorisation + category_/_sub category,Travel & Home,,,,Travel & Home,11,11,118013: Leveller Key Chain | 1423: Cheese Set | 5301: Hygiene Key | 9018: Leather Travel Wallet | 9115: Travel Wallet,product_category_candidate,Travel,Travel Accessories,0.7,auto_mapped,,,,,
NIConcept,categorisation + category_/_sub category,Hampers,,,,Hampers,9,9,HAM1001: The Custom Gourmet Entertainer Set | HAM1002: The Prestige Custom Gourmet Nibbles Gift Pack | HAM1003: The Branded Gourmet Picnic Gift Pack | HAM1004: The Gourmet Retreat Gift Pack | HAM1005: Custom Sweet Treats & Essentials Gift Pack,product_category_candidate,,,0.25,needs_review,gift set / premium grouping not in primary taxonomy,gift_set,,,No high-confidence product keyword match; keep for manual review.
NIConcept,categorisation + category_/_sub category,Writing,,,,Writing,3,3,SM-4303: The Nash Pen-Highlighter | SM-4616: The Maven Soft Touch Metal Pen | SM-9000: Velvet Pouch,product_category_candidate,Pens,Ballpoint Pens,0.75,auto_mapped,,,,,Default writing instrument mapping; check rollerball/gel exceptions later.
PromoBrands,Category 2,Offshore Express,,,,Offshore Express,77,77,OA034: Santa Sock Gift Tote | OU001: Full Colour Poppins Umbrella | OU002: Full Colour Corporate Umbrella | S003: Magic Dress Socks | S010: Magic Seamless Socks,service_or_fulfillment,,,0.2,fulfillment_service,not a primary category,,,custom_sourcing,"PromoBrands Offshore Express is a service/fulfilment path; classify products by name, not this category."
PromoBrands,Category 2,Legendary Range,,,,Legendary Range,68,68,BR2: Mini Bar Runner | BR1: Premium Bar Runner | RB191-850: Deluxe 850mm Roll Up Banner | RB191-1200: Deluxe 1200mm Roll Up Banner | BB100: Button Badge 100mm,collection_or_tag,,,0.2,collection_or_tag,not a primary category,legendary_range,,,"Use as collection/tag, not primary product category."
PromoBrands,Category 1,Pens & Writing Instruments,Metal,,,Pens & Writing Instruments / Metal,47,47,"FD78S.MTO: BND78S SARI STYLUS, THIN TWIST METAL BALL PEN | FD76S.MTO: BND76S JOT, STYLUS, TWIST METAL BALLPEN | FD78XLS.MTO: BND78XLS SARI STYLUS TWIST METAL BALL PEN | FD71S.MTO: BND71S CLAP STYLUS THIN TWIST METAL BALL PEN | FD75S.MTO: BND75S CLAW STYLUS TWIST METAL BALL PEN",product_category_candidate,Pens,Ballpoint Pens,0.78,auto_mapped,,,metal,,"Metal is material/F page, primary subcategory should stay Ballpoint/Stylus/etc."
PromoBrands,Category 4,Sale,,,,Sale,46,46,S960M: Java Drop (350mL) | P200: Byron Pen | P346: Metallic Mykonos Pen | P322: Galapagos Pen | P392: Palmyra Pen,collection_or_tag,,,0.2,collection_or_tag,not a primary category,sale,,,"Use as collection/tag, not primary product category."
PromoBrands,Category 2,Office,Desk Accessories & Supplies,,,Office / Desk Accessories & Supplies,41,41,NP115: 2 in 1 Pencil Set | NP133: Colour Pencil Pack | P380: Madeira Pen | HP800: 3 1/2 inch Pencil | F302: Velvet Pen Pouch,product_category_candidate,Office & Desk,Desk Items,0.9,auto_mapped,,,,,
PromoBrands,Category 1,Bic Promo,Bic Pens,,,Bic Promo / Bic Pens,39,39,G55720: Flav Metallic Pen | G55721: Electro Pen | G55722: Electro Colour Pen | G55723: Electro Silver Colour Pen | G55575: White Element Pen,product_category_candidate,Pens,Ballpoint Pens,0.75,auto_mapped,,,,,Default writing instrument mapping; check rollerball/gel exceptions later.
PromoBrands,Category 3,Eco+ Collection,,,,Eco+ Collection,39,39,S897: Carnaby 500ml Tumbler | S3101: Vidro 750ml Bottle | S3102: Vidro 1L Bottle | P380: Madeira Pen | FD500.ECO.Nat.FD: Ruma Wireless speaker in Plant Fibre,collection_or_tag,,,0.2,collection_or_tag,not a primary category,eco,,,Use as is_eco/tag; product primary category comes from another category path or product name.
PromoBrands,Category 1,Office,Desk Accessories & Supplies,,,Office / Desk Accessories & Supplies,38,38,NP144: Malibu Stylus Pen | F892: Hexad Stylus Pen | P124: Mondello Pen | P128: Amalfi Pen | P125: Roma Pen,product_category_candidate,Office & Desk,Desk Items,0.9,auto_mapped,,,,,
PromoBrands,Category 1,Offshore Express,,,,Offshore Express,38,38,OA029: Slides | OA033: Pullover Hoodie | OA013: Touch Football Singlet | OA014: Rugby Jersey | OA015: Rugby/AFL Shorts,service_or_fulfillment,,,0.2,fulfillment_service,not a primary category,,,custom_sourcing,"PromoBrands Offshore Express is a service/fulfilment path; classify products by name, not this category."
PromoBrands,Category 2,Pens & Writing Instruments,Plastics,,,Pens & Writing Instruments / Plastics,33,33,G55720: Flav Metallic Pen | G55721: Electro Pen | G55722: Electro Colour Pen | G55723: Electro Silver Colour Pen | G55575: White Element Pen,product_category_candidate,Pens,Ballpoint Pens,0.78,auto_mapped,,,plastic,,"Plastic is material/F page, primary subcategory should stay Ballpoint/Stylus/etc."
PromoBrands,Category 4,Trending,,,,Trending,33,33,RB1018C: Colourful Calico Tote Bag | RB1018: Calico Tote Bag | D881: Wave Drinking 350mL Cup | NP130.A5: A5 Colouring Books | D217: Pluto Picnic Blanket,collection_or_tag,,,0.2,collection_or_tag,not a primary category,trending,,,"Use as collection/tag, not primary product category."
PromoBrands,Category 2,Outdoor & Leisure,Toys & Games,,,Outdoor & Leisure / Toys & Games,31,31,T156: Skittle Throw | NP142: Squiggle Crayon Set | PT101: Plush Kangaroo | PT102: Plush Koala | PT103: Plush Puppy,product_category_candidate,,,,product_keyword_rules_partial,partial product-level cleanup; unresolved products remain,,,,"Product-level cleanup partial. auto=30, unresolved=1, conflict=0. Top targets: Toys & Games > Stress Balls & Toys:20, Toys & Games > Plush Toys:3, Toys & Games > Novelty Toys:3, Toys & Games > Colouring & Kids Sets:2, Toys & Games > Games & Puzzles:2"
PromoBrands,Category 1,Eco+ Collection,,,,Eco+ Collection,29,29,T325: Eco Highlighter | B105: Aroma Coffee Coasters | B106: Bamboo Hairbrush | B108: Ozi Bamboo Paddle Board | B109: Trey Bamboo Cutting Board,collection_or_tag,,,0.2,collection_or_tag,not a primary category,eco,,,Use as is_eco/tag; product primary category comes from another category path or product name.
